"","Entry.Name","logFC.limma","AveExpr.limma","t.limma","P.Value.limma","adj.P.Val.limma","B.limma","pval.fdrtool","qval.fdrtool","lfdr.fdrtool","hit_annotation_limma","score","comparison"
"8092","CP009208_CDS_VK055_3061",-1.29289871176412,-1.29289871176412,-9.61962739493593,0.00517386665730083,0.264730925235198,-1.14352381221776,1.33226762955019e-15,6.11938614516495e-14,2.70272888078119e-12,"no_hit","stability","porin-wt"
"8093","CP009208_CDS_pfkB",-0.910752508400754,-0.910752508400754,-9.52490727980524,0.00529880957258084,0.264730925235198,-1.1691222194484,2.44249065417534e-15,1.10111176624419e-13,3.78382043309366e-12,"no_hit","stability","porin-wt"
"8094","CP009208_CDS_VK055_3016",0.605148122863198,0.605148122863197,9.41833304907066,0.00544448933094587,0.264730925235198,-1.19835261070477,4.88498130835069e-15,2.13994985933318e-13,3.78382043309366e-12,"no_hit","stability","porin-wt"
"8095","CP009208_CDS_lacY5",-1.15551838190943,-1.15551838190943,-9.38728539281881,0.00548798157978861,0.264730925235198,-1.20695472929621,5.99520433297585e-15,2.59297339323677e-13,3.78382043309366e-12,"no_hit","stability","porin-wt"
"8096","CP009208_CDS_bioA",1.1363446502918,1.1363446502918,9.36492142932381,0.0055196109142291,0.264730925235198,-1.21317538712515,7.105427357601e-15,3.03464295385958e-13,1.21622799635153e-11,"no_hit","stability","porin-wt"
"8097","CP009208_CDS_mtfA2",0.657171658143021,0.657171658143021,9.23012031061022,0.00571576325867975,0.264730925235198,-1.251110167754,1.70974345792274e-14,7.05458046847971e-13,1.45947359562184e-11,"no_hit","stability","porin-wt"
"8098","CP009208_CDS_dipZ",-0.617113632316618,-0.617113632316618,-9.22891878644496,0.00571755512268442,0.264730925235198,-1.25145171408726,1.70974345792274e-14,7.05458046847971e-13,1.45947359562184e-11,"no_hit","stability","porin-wt"
"8099","CP009208_CDS_ipdC",0.804428843803439,0.804428843803439,9.17717429207319,0.00579547378124678,0.264730925235198,-1.2662187231234,2.39808173319034e-14,9.70585888714032e-13,1.45947359562184e-11,"no_hit","stability","porin-wt"
"8100","CP009208_CDS_metQ3",-1.18721871705306,-1.18721871705306,-9.14758983017381,0.00584069099573274,0.264730925235198,-1.27471290837021,2.90878432451791e-14,1.16084420781094e-12,1.56758275085308e-11,"no_hit","stability","porin-wt"
"8101","CP009208_CDS_glyA",1.75601856475299,1.75601856475299,9.11174408180652,0.00589614113690144,0.264730925235198,-1.28505517986016,3.66373598126302e-14,1.43455992174575e-12,1.56758275085308e-11,"stabilised","stability","porin-wt"
"8102","CP009208_CDS_VK055_4272",0.191244432920685,0.191244432920685,9.08485414335659,0.00593822136745266,0.264730925235198,-1.29284995468033,4.32986979603811e-14,1.6676412243118e-12,1.56758275085308e-11,"no_hit","stability","porin-wt"
"8103","CP009208_CDS_VK055_4279",0.290913286939649,0.290913286939649,9.06772877998834,0.00596523991920891,0.264730925235198,-1.29783057505002,4.84057238736568e-14,1.84123405003218e-12,2.10812852700934e-11,"no_hit","stability","porin-wt"
"8104","CP009208_CDS_hemN",2.32273761314546,2.32273761314546,9.04202760630532,0.00600611174181076,0.264730925235198,-1.30532933963544,5.7065463465733e-14,2.13723483803312e-12,6.16222184818109e-11,"stabilised","stability","porin-wt"
"8105","CP009208_CDS_ftsA",1.04768850744944,1.04768850744944,8.98371856939846,0.00610030093130149,0.264808517699678,-1.32244961134709,8.23785484271866e-14,3.03852246899946e-12,1.20001162306684e-10,"no_hit","stability","porin-wt"
"8106","CP009208_CDS_VK055_3942",0.699123824769969,0.699123824769969,8.90932274945647,0.00622349788771666,0.266124200721018,-1.34451230166559,1.31672450720544e-13,4.78423351135297e-12,2.53245696129198e-10,"no_hit","stability","porin-wt"
"8107","CP009208_CDS_manX",-1.91335730379499,-1.91335730379499,-8.80394030988013,0.00640403305483187,0.269170844159508,-1.37619154914578,2.53574938824386e-13,9.05510856738867e-12,2.53245696129198e-10,"destabilised","stability","porin-wt"
"8108","CP009208_CDS_lipA",0.468638504685192,0.468638504685192,8.75657274581788,0.0064875675192784,0.269170844159508,-1.3905964658757,3.39728245535298e-13,1.19860150365079e-11,2.94597448005149e-10,"no_hit","stability","porin-wt"
"8109","CP009208_CDS_VK055_2711",0.328914895111558,0.328914895111558,8.70701612938421,0.00657660003182043,0.269170844159508,-1.40577856051346,4.6074255521944e-13,1.60233212217742e-11,1.61298859605021e-09,"no_hit","stability","porin-wt"
"8110","CP009208_CDS_ahpF",-0.400591814153007,-0.400591814153007,-8.49702461878445,0.00697341769395558,0.277764162983239,-1.47140265542509,1.64246394263046e-12,5.57010515540631e-11,1.61298859605021e-09,"no_hit","stability","porin-wt"
"8111","CP009208_CDS_folD",0.712272480627725,0.712272480627725,8.48302044113513,0.00700105856892504,0.277764162983239,-1.47585479604118,1.78590475741203e-12,6.03834677447863e-11,3.31115176225762e-09,"no_hit","stability","porin-wt"
"8112","CP009208_CDS_VK055_2843",-0.723844159368335,-0.723844159368335,-8.36514135249167,0.00723990162128377,0.277764162983239,-1.51371447396398,3.59423601992148e-12,1.19321875240005e-10,3.31115176225762e-09,"no_hit","stability","porin-wt"
"8113","CP009208_CDS_ibpB",0.513583646123866,0.513583646123866,8.29384231474756,0.00738991417322234,0.277764162983239,-1.53695183968547,5.461631147341e-12,1.77983532315763e-10,3.31115176225762e-09,"no_hit","stability","porin-wt"
"8114","CP009208_CDS_sdaC2",-0.641659170783296,-0.641659170783296,-8.26981301365437,0.00744144868613798,0.277764162983239,-1.54484157982143,6.28408436398331e-12,2.03141296650258e-10,3.31115176225762e-09,"no_hit","stability","porin-wt"
